Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
627,1,Household heating => 70F,hours,1,86,,,,1,,1,,,,
627,1,Household heating < 70F,hours,7,81,,,,,,1,,,,
627,1,Use of heat pump,hours,,45,,,,,,,,,,
627,1,Use of air conditioner,hours,23,41,,,,1,,,,,,
627,2,shower - short,count,3,83,,,,,,,,,,
627,2,shower - long (> 3 min),count,30,81,,,,,,,,,,
627,2,bath,count,,22,,,,1,,,,,,
627,2,wash-up,count,47,28,,,,,,,,,,
627,3,use of dishwasher,count,,20,,,,,,,,,,
627,3,use of clothes washer,count,6,34,,1,,,,,,,,
627,3,use of clothes dryer,count,4,18,,,,,,,,,,
627,3,use of cooking range,count,,,1,,,,,,,,,
627,3,use of  oven,count,10,34,,,,,,,,,,
627,3,use of self-clean feature of electric oven,count,1,11,,,,,,,,,,
627,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
627,4,TV/computer use,count,61,30,,,,,,,,,,
627,5,air travel - large plane,miles,2507,49,,,,,,,,,,
627,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
627,5,car trips- self only,miles,328,61,,,,,1,,,,,
627,5,car trips - driver and self,miles,25,38,,,,,1,,,,,
627,5,car trips - 2+ people with multiple end points,miles,19,,,,,,1,,,,,
627,5,trips using public ground transportation,bags,16,49,,,,,,,,,,
627,6,bags of garbage disposed,bags,21,46,,,,,,,,,,
627,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
627,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
627,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
627,6,large items disposed,items,1,14,,,,,,,,,,
628,1,Household heating => 70F,count,2,73,,,,,,1,,,,
628,1,Household heating < 70F,count,1,75,,,,,,1,,,,
628,1,Use of heat pump,count,,53,,,,,,,,1,,
628,1,Use of air conditioner,count,17,39,,1,,,,,,,,
628,2,shower - short,count,8,89,,,,,,,,,,
628,2,shower - long (> 3 min),count,31,78,,,,,,,,,,
628,2,bath,count,,11,,,,,,,,,,
628,2,wash-up,count,41,33,,,,,,,,,,
628,3,use of dishwasher,count,,24,,,,,,,,,,
628,3,use of clothes washer,count,8,36,,,,,,,,,,
628,3,use of clothes dryer,count,1,15,,,,,,,,,1,
628,3,use of cooking range,count,,,,,,,,,,,1,
628,3,use of  oven,count,12,37,,,,,,,,,1,
628,3,use of self-clean feature of electric oven,count,2,14,,,,,,,,,,
628,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
628,4,TV/computer use,count,58,24,,,,,,,,,,
628,5,air travel - large plane,miles,3742,41,,,,,1,,,,,1
628,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
628,5,car trips- self only,miles,361,52,,,,,1,,,,,
628,5,car trips - driver and self,miles,12,34,,,,,1,,,,,
628,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
628,5,trips using public ground transportation,bags,14,48,,,,,,,,,,
628,6,bags of garbage disposed,bags,18,51,,,,,,,,,,
628,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
628,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
628,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
628,6,large items disposed,items,1,12,,,,,,,,,,
629,1,Household heating => 70F,hours,10,62,,,,,,1,,,,
629,1,Household heating < 70F,hours,8,66,,,,,,1,,,,
629,1,Use of heat pump,hours,,55,,,,,,,,,,
629,1,Use of air conditioner,hours,23,55,,,,,,,,,,
629,2,shower - short,count,7,91,,1,,,,,,,,
629,2,shower - long (> 3 min),count,28,89,1,,,,,,,,,
629,2,bath,count,,11,,,,,,,,,,
629,2,wash-up,count,51,35,,,,,,,,,,
629,3,use of dishwasher,count,,21,,,,,,,,,,
629,3,use of clothes washer,count,7,44,,,,,,,,,,
629,3,use of clothes dryer,count,3,11,,,,,,,,,,
629,3,use of cooking range,count,,,,,,,,,,,,
629,3,use of  oven,count,8,34,,,,,,,,,,
629,3,use of self-clean feature of electric oven,count,3,20,,,,,,,,,,
629,3,Small kitchen appliance in the home,count,,,,,,1,,,,,,
629,4,TV/computer use,count,61,25,,,,,,,,,,
629,5,air travel - large plane,miles,3032,43,,,,,,,,,,
629,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
629,5,car trips- self only,miles,298,57,,,,,1,,,,,
629,5,car trips - driver and self,miles,36,27,,,,,1,,,,,
629,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
629,5,trips using public ground transportation,bags,17,59,,,,,,,,,,
629,6,bags of garbage disposed,bags,20,41,,,,,,,,,,
629,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
629,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
629,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
629,6,large items disposed,items,2,17,,,,,,,,,,
630,1,Household heating => 70F,count,7,75,,,,,,1,,,,
630,1,Household heating < 70F,count,10,70,,,,,,1,,,,
630,1,Use of heat pump,count,,45,,,,,,,,,,
630,1,Use of air conditioner,count,19,44,,,,,,,,,,
630,2,shower - short,count,7,89,,,,,,,,,,
630,2,shower - long (> 3 min),count,13,75,,,,1,,,,,,
630,2,bath,count,,10,,,,,,,,,,
630,2,wash-up,count,34,33,1,,,,,,,,,
630,3,use of dishwasher,count,,20,,1,,,,,,,,
630,3,use of clothes washer,count,5,29,,,,,,,,,,
630,3,use of clothes dryer,count,2,14,,,,,,,,,1,
630,3,use of cooking range,count,,,,,,,,,,,1,
630,3,use of  oven,count,11,38,,,,1,,,,,1,
630,3,use of self-clean feature of electric oven,count,1,18,,,,,,,,,,
630,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
630,4,TV/computer use,count,63,25,,,,,,,,1,,
630,5,air travel - large plane,miles,2296,51,,,,,,,,,,
630,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
630,5,car trips- self only,miles,322,51,,,,,1,,,,,
630,5,car trips - driver and self,miles,20,22,,,,,1,,,,,
630,5,car trips - 2+ people with multiple end points,miles,29,,,,,,1,,,,,
630,5,trips using public ground transportation,bags,13,60,,,,,,,,,,
630,6,bags of garbage disposed,bags,26,47,,,,,,,,,,
630,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
630,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
630,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
630,6,large items disposed,items,1,13,,,,,,,,,,
631,1,Household heating => 70F,hours,6,82,,,,,,1,,,,
631,1,Household heating < 70F,hours,9,67,,,,,,1,,,,
631,1,Use of heat pump,hours,,43,,,,,,,,,,
631,1,Use of air conditioner,hours,21,53,,,1,,,,,,,
631,2,shower - short,count,2,90,,,1,,,,,,,
631,2,shower - long (> 3 min),count,22,90,,,,,,,,,,
631,2,bath,count,,9,,,,,,,,,,
631,2,wash-up,count,51,28,,,,,,,,,,
631,3,use of dishwasher,count,,19,,,,,,,,,,
631,3,use of clothes washer,count,5,27,,,1,,,,,,,
631,3,use of clothes dryer,count,2,11,,,,,,,,,,
631,3,use of cooking range,count,,,1,,,,,,,,,
631,3,use of  oven,count,12,31,,,,,,,,,,
631,3,use of self-clean feature of electric oven,count,3,16,,,,,,,,,,
631,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
631,4,TV/computer use,count,59,26,,,,,,,,,,
631,5,air travel - large plane,miles,3502,44,,,,,,,,,,
631,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
631,5,car trips- self only,miles,388,50,,,,,1,,,,,
631,5,car trips - driver and self,miles,21,19,,,,,1,,,,,
631,5,car trips - 2+ people with multiple end points,miles,27,,,,,,1,,,,,
631,5,trips using public ground transportation,bags,14,61,,,,,,,,,,
631,6,bags of garbage disposed,bags,22,43,,,,,,,,,,
631,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
631,6,bags of compost deposited (negative CF),bags,4,9,,,,,,,,,,
631,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
631,6,large items disposed,items,1,15,,,,,,,,,,
632,1,Household heating => 70F,count,5,84,,,,,,1,,,,
632,1,Household heating < 70F,count,1,93,,1,,,,1,,,,
632,1,Use of heat pump,count,,49,,,,,,,,,,
632,1,Use of air conditioner,count,20,57,,,,1,,,,,,
632,2,shower - short,count,3,98,,1,,,,,,,,
632,2,shower - long (> 3 min),count,25,86,,,,,1,,,,,
632,2,bath,count,,12,1,,,,,,,,,
632,2,wash-up,count,32,44,,,,,,,,,,
632,3,use of dishwasher,count,,21,,,,,,,,,,
632,3,use of clothes washer,count,3,39,,,,,,,1,,,
632,3,use of clothes dryer,count,4,21,,,,,,,,,1,
632,3,use of cooking range,count,,,,,,,,,,,1,
632,3,use of  oven,count,9,40,,,,,,,,,1,
632,3,use of self-clean feature of electric oven,count,4,18,,,1,,,,,,,
632,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
632,4,TV/computer use,count,61,30,1,,1,,,,,,,
632,5,air travel - large plane,miles,2638,43,,,,,,,,,,
632,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
632,5,car trips- self only,miles,326,50,,,,,1,,,,,
632,5,car trips - driver and self,miles,39,20,,,,,1,,,,,
632,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
632,5,trips using public ground transportation,bags,19,44,,,,,,,,,,
632,6,bags of garbage disposed,bags,26,46,,,,,,,,,,
632,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
632,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
632,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
632,6,large items disposed,items,1,13,,,,,,,,,,
633,1,Household heating => 70F,hours,8,75,,,,,,1,,,,
633,1,Household heating < 70F,hours,5,72,,,,1,,1,,,,
633,1,Use of heat pump,hours,,52,,,,,,,,,,
633,1,Use of air conditioner,hours,28,42,,,,,,,,,,
633,2,shower - short,count,4,87,,,,,,,,,,
633,2,shower - long (> 3 min),count,28,74,,,,,,,,1,,
633,2,bath,count,,15,,,,,,,,,,
633,2,wash-up,count,54,44,1,,,,,,,,,
633,3,use of dishwasher,count,16,20,1,1,,1,,,,,,
633,3,use of clothes washer,count,8,36,,,,,,,,,,
633,3,use of clothes dryer,count,4,15,,,,1,,,,,,
633,3,use of cooking range,count,,,,,,,,,,,,
633,3,use of  oven,count,9,40,,,,,,,,,,
633,3,use of self-clean feature of electric oven,count,2,13,,,,,,,,,,
633,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
633,4,TV/computer use,count,59,26,,,,,,,,,,
633,5,air travel - large plane,miles,3426,43,,,,,,,,,,
633,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
633,5,car trips- self only,miles,313,57,,,,,1,,,,,
633,5,car trips - driver and self,miles,16,19,,,,,1,,,,,
633,5,car trips - 2+ people with multiple end points,miles,28,,,,,,1,,,,,
633,5,trips using public ground transportation,bags,18,62,,,,,,,,,,
633,6,bags of garbage disposed,bags,26,47,,,,,,,,,,
633,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
633,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
633,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
633,6,large items disposed,items,2,13,,,,,,,,,,
634,1,Household heating => 70F,count,6,92,,,,,,1,,,,
634,1,Household heating < 70F,count,4,64,,,,,,1,,,,
634,1,Use of heat pump,count,,52,,,,,,,,,,
634,1,Use of air conditioner,count,25,45,,,,,,,,,,
634,2,shower - short,count,4,93,,,1,,,,,,,
634,2,shower - long (> 3 min),count,12,81,,,,,,,,,,
634,2,bath,count,,13,,,,,,,,,,
634,2,wash-up,count,52,33,,,,,,,,,,
634,3,use of dishwasher,count,,22,,,,,,,,,,
634,3,use of clothes washer,count,4,36,,,,,,,,,,
634,3,use of clothes dryer,count,3,17,,,,,,,,,1,
634,3,use of cooking range,count,,,,,,,,,,,1,
634,3,use of  oven,count,10,37,,,,,,,,,1,
634,3,use of self-clean feature of electric oven,count,3,14,,,,,,,,,,
634,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
634,4,TV/computer use,count,63,25,,,,,,,,,,
634,5,air travel - large plane,miles,3171,50,,,,,,,,,,1
634,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
634,5,car trips- self only,miles,342,55,,,,,1,,,,,
634,5,car trips - driver and self,miles,34,30,,,,,1,,,,,
634,5,car trips - 2+ people with multiple end points,miles,14,,,,,,1,,,,,
634,5,trips using public ground transportation,bags,12,51,,,,,,,,,,
634,6,bags of garbage disposed,bags,28,47,,,,,,,,,,
634,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
634,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
634,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
634,6,large items disposed,items,,14,,,,,,,,,,
635,1,Household heating => 70F,hours,7,71,,,,,,1,,,,
635,1,Household heating < 70F,hours,9,69,,,,,,1,,,,
635,1,Use of heat pump,hours,,46,,,,,,,,,,
635,1,Use of air conditioner,hours,31,45,,,,,,,,,,
635,2,shower - short,count,7,85,,,,,,,,1,,
635,2,shower - long (> 3 min),count,34,85,1,,,,,,,,,
635,2,bath,count,,20,,,,,,,,,,
635,2,wash-up,count,50,40,,,,,,,,1,,
635,3,use of dishwasher,count,,25,,,,,,,,,,
635,3,use of clothes washer,count,4,27,,1,,,,,,,,
635,3,use of clothes dryer,count,3,15,,,,,,,,,,
635,3,use of cooking range,count,,,,,,,,,,,,
635,3,use of  oven,count,11,35,,,,,,,,,,
635,3,use of self-clean feature of electric oven,count,1,16,,,,,,,,,,
635,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
635,4,TV/computer use,count,64,24,,,,,,,,,,
635,5,air travel - large plane,miles,2096,41,,,,,,,,,,
635,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
635,5,car trips- self only,miles,280,43,,,,,1,,,,,
635,5,car trips - driver and self,miles,26,31,,,,,1,,,,,
635,5,car trips - 2+ people with multiple end points,miles,25,,,,,,1,,,,,
635,5,trips using public ground transportation,bags,17,59,,,,,,,,,,
635,6,bags of garbage disposed,bags,19,49,,,,,,,,,,
635,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
635,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
635,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
635,6,large items disposed,items,1,13,,,,,,,,,,
636,1,Household heating => 70F,count,3,89,,,,,,1,,,,
636,1,Household heating < 70F,count,9,67,,,,,,1,,,,
636,1,Use of heat pump,count,,41,,,,,,,,,,
636,1,Use of air conditioner,count,27,42,,,,,,,,,,
636,2,shower - short,count,3,91,,,,,,,,,,
636,2,shower - long (> 3 min),count,19,77,1,,,,,,,,,
636,2,bath,count,,20,,1,,,,,,,,
636,2,wash-up,count,50,27,,,,,,,,,,
636,3,use of dishwasher,count,16,21,,,,1,,,,,,
636,3,use of clothes washer,count,8,35,,1,,1,,,,,,
636,3,use of clothes dryer,count,2,11,,,,,,,,,1,
636,3,use of cooking range,count,,,,,,,,,,,1,
636,3,use of  oven,count,8,38,,,,,,,,,1,
636,3,use of self-clean feature of electric oven,count,1,16,,1,,,,,,,,
636,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
636,4,TV/computer use,count,58,31,1,,,,,,,,,
636,5,air travel - large plane,miles,3114,46,,,,,,,,,,1
636,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
636,5,car trips- self only,miles,417,55,,,,,1,,,,,
636,5,car trips - driver and self,miles,33,36,,,,,1,,,,,
636,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
636,5,trips using public ground transportation,bags,12,54,,,,,,,,,,
636,6,bags of garbage disposed,bags,20,42,,,,,,,,,,
636,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
636,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
636,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
636,6,large items disposed,items,2,20,,,,,,,,,,
637,1,Household heating => 70F,hours,8,61,,,,,,1,,,,
637,1,Household heating < 70F,hours,4,79,,1,,,,1,,,,
637,1,Use of heat pump,hours,,44,,,,,,,,,,
637,1,Use of air conditioner,hours,30,46,,1,,,,,,,,
637,2,shower - short,count,4,85,,,,,,,,,,
637,2,shower - long (> 3 min),count,13,89,,,,,,,,,,
637,2,bath,count,,15,,,,,,,,,,
637,2,wash-up,count,40,34,,,,,1,,,,,
637,3,use of dishwasher,count,,23,,,,,,,,,,
637,3,use of clothes washer,count,7,44,1,,,,,,,,,
637,3,use of clothes dryer,count,1,18,,,,,,,,,,
637,3,use of cooking range,count,9,,,,,,,,,,,
637,3,use of  oven,count,12,34,,,,,,,,,,
637,3,use of self-clean feature of electric oven,count,1,19,,,,,,,,,,
637,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
637,4,TV/computer use,count,60,27,,,,,,,,,,
637,5,air travel - large plane,miles,3293,46,,,,,,,,,,
637,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
637,5,car trips- self only,miles,457,58,,,,,1,,,,,
637,5,car trips - driver and self,miles,24,28,,,,,1,,,,,
637,5,car trips - 2+ people with multiple end points,miles,22,,,,,,1,,,,,
637,5,trips using public ground transportation,bags,12,58,,,,,,,,,,
637,6,bags of garbage disposed,bags,21,41,,,,,,,,,,
637,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
637,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
637,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
637,6,large items disposed,items,2,13,,,,,,,,,,
638,1,Household heating => 70F,count,4,84,,,1,1,,1,,,,
638,1,Household heating < 70F,count,9,68,,,,,,1,,,,
638,1,Use of heat pump,count,-3,47,,,,,,,,,,
638,1,Use of air conditioner,count,23,56,,,,,,,,,,
638,2,shower - short,count,5,97,,,1,1,,,,,,
638,2,shower - long (> 3 min),count,27,85,,,,,,,,,,
638,2,bath,count,,20,,,,,,,,,,
638,2,wash-up,count,48,38,,,,,,,,,,
638,3,use of dishwasher,count,,19,1,,,,,,,,,
638,3,use of clothes washer,count,2,33,,,,,,,,,,
638,3,use of clothes dryer,count,4,12,,,,,,,,,1,
638,3,use of cooking range,count,,,,,,,,,,,1,
638,3,use of  oven,count,12,41,,,,,,,,,1,
638,3,use of self-clean feature of electric oven,count,3,20,1,1,,,,,,,,
638,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
638,4,TV/computer use,count,64,26,,,,,,,,,,
638,5,air travel - large plane,miles,3912,49,,,,,,,,,,1
638,5,air travel - small  plane (<50 seats),miles,676,33,,,,,,,,,,
638,5,car trips- self only,miles,364,42,,,,,1,,,,,
638,5,car trips - driver and self,miles,32,26,,,,,1,,,,,
638,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
638,5,trips using public ground transportation,bags,13,59,,,,,,,,,,
638,6,bags of garbage disposed,bags,17,42,,,,,,,,,,
638,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
638,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
638,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
638,6,large items disposed,items,2,17,,,,,,,,,,
639,1,Household heating => 70F,hours,10,70,,,,,,1,,,,
639,1,Household heating < 70F,hours,7,74,,,,,,1,,,,
639,1,Use of heat pump,hours,,47,,,,,,,,,,
639,1,Use of air conditioner,hours,24,42,,,,,,,,,,
639,2,shower - short,count,4,90,,,1,,,,,,,
639,2,shower - long (> 3 min),count,35,82,,,,,,,,,,
639,2,bath,count,,13,,,,,,,,,,
639,2,wash-up,count,51,24,,,,,,,,,,
639,3,use of dishwasher,count,,19,,,,,,,,,,
639,3,use of clothes washer,count,7,45,,,1,,,,,,,
639,3,use of clothes dryer,count,4,21,,,,,,,,,,
639,3,use of cooking range,count,,,,,,,,,,,,
639,3,use of  oven,count,12,33,,,,,,,1,,,
639,3,use of self-clean feature of electric oven,count,4,20,,,,,,,,,,
639,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
639,4,TV/computer use,count,62,28,,,,,,,,,,
639,5,air travel - large plane,miles,2783,42,,,,,,,,,,
639,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
639,5,car trips- self only,miles,368,48,,,,,1,,,,,
639,5,car trips - driver and self,miles,14,29,,,,,1,,,,,
639,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
639,5,trips using public ground transportation,bags,19,52,,,,,,,,,,
639,6,bags of garbage disposed,bags,25,46,,,,,,,,,,
639,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
639,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
639,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
639,6,large items disposed,items,1,15,,,,,,,,,,
640,1,Household heating => 70F,count,8,91,,,,,,1,,,,
640,1,Household heating < 70F,count,8,85,,,,,,1,,,,
640,1,Use of heat pump,count,,52,,,,1,,,,,,
640,1,Use of air conditioner,count,31,39,,,,,,,,,,
640,2,shower - short,count,4,98,,,,,,,,,,
640,2,shower - long (> 3 min),count,30,85,1,,,,,,,,,
640,2,bath,count,,18,,,,,,,,,,
640,2,wash-up,count,52,44,,,,,,,,,,
640,3,use of dishwasher,count,,24,,,,,,,,,,
640,3,use of clothes washer,count,2,28,,,,,,,,,,
640,3,use of clothes dryer,count,2,16,,,,,,,,,1,
640,3,use of cooking range,count,,,,,,,,,,,1,
640,3,use of  oven,count,9,35,,1,,,,,,,1,
640,3,use of self-clean feature of electric oven,count,2,14,,,,,,,,,,
640,3,Small kitchen appliance in the home,count,,,1,,,,,,,,,
640,4,TV/computer use,count,58,23,,,,,,,,,,
640,5,air travel - large plane,miles,2327,49,,,,,,,,,,1
640,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
640,5,car trips- self only,miles,277,62,,,,,1,,,,,
640,5,car trips - driver and self,miles,18,26,,,,,1,,,,,
640,5,car trips - 2+ people with multiple end points,miles,18,,,,,,1,,,,,
640,5,trips using public ground transportation,bags,16,56,,,,,,,,,,
640,6,bags of garbage disposed,bags,28,51,,,,,,,,,,
640,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
640,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
640,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
640,6,large items disposed,items,2,19,,,,,,,,,,
641,1,Household heating => 70F,hours,6,63,,,,,,1,,,,
641,1,Household heating < 70F,hours,5,68,,,,1,,1,,,,
641,1,Use of heat pump,hours,,42,,,,,,,,,,
641,1,Use of air conditioner,hours,32,48,,,,,,,,,,
641,2,shower - short,count,6,92,,,,,,,,,,
641,2,shower - long (> 3 min),count,32,87,1,,,,,,,,,
641,2,bath,count,,18,,,,,,,,,,
641,2,wash-up,count,44,27,,,,,,,,,,
641,3,use of dishwasher,count,,25,,,,,1,,,,,
641,3,use of clothes washer,count,2,32,,,,,,,,,,
